date	lat	lon	vo	pres	idx
2019012412	-24.25	-43.50	-1.04	1016.0	20190124121
2019012418	-26.00	-43.75	-1.08	1015.0	20190124121
2019012500	-24.75	-43.75	-1.40	1015.0	20190124121
2019012506	-25.00	-44.00	-1.56	1015.0	20190124121
2019012512	-26.25	-44.00	-1.56	1017.0	20190124121
2019012518	-25.50	-45.00	-1.29	1015.0	20190124121
2019012600	-25.75	-46.00	-1.07	1017.0	20190124121
2019030518	-27.25	-72.00	-1.63	1014.0	20190305182
2019030600	-28.00	-69.75	-1.67	1013.0	20190305182
2019030606	-30.25	-69.00	-1.87	1011.0	20190305182
2019030612	-28.75	-68.75	-1.71	1013.0	20190305182
2019030618	-26.50	-71.75	-1.47	1014.0	20190305182
2019031012	-30.00	-71.00	-1.01	1016.0	20190310123
2019031018	-27.00	-70.50	-1.03	1014.0	20190310123
2019031100	-26.50	-71.00	-1.05	1014.0	20190310123
2019031106	-28.50	-71.25	-1.10	1015.0	20190310123
2019031112	-33.00	-72.75	-1.35	1015.0	20190310123
2019031618	-24.75	-42.75	-1.07	1012.0	20190316184
2019031700	-24.25	-44.50	-1.21	1014.0	20190316184
2019031706	-23.75	-43.75	-1.02	1012.0	20190316184
2019031712	-23.50	-40.00	-1.33	1013.0	20190316184
2019031718	-24.50	-40.00	-1.44	1010.0	20190316184
2019031800	-31.50	-46.00	-2.75	1009.0	20190316184
2019040606	-25.25	-43.50	-1.16	1015.0	20190406065
2019040612	-26.75	-44.25	-1.06	1016.0	20190406065
2019040618	-26.50	-44.25	-1.42	1014.0	20190406065
2019040700	-26.00	-44.25	-1.88	1014.0	20190406065
2019040706	-27.25	-43.00	-2.48	1012.0	20190406065
2019040712	-27.50	-40.00	-3.46	1013.0	20190406065
2019041518	-28.75	-48.50	-2.84	1014.0	20190415186
2019041600	-29.50	-46.25	-3.71	1013.0	20190415186
2019041606	-29.50	-45.50	-4.87	1011.0	20190415186
2019041612	-29.00	-44.50	-4.80	1011.0	20190415186
2019041618	-29.25	-43.50	-5.00	1009.0	20190415186
2019041700	-27.75	-40.00	-99.00	1009.0	20190415186
2019051918	-26.00	-71.25	-1.90	1018.0	20190519187
2019052000	-25.25	-72.00	-1.71	1020.0	20190519187
2019052006	-24.75	-72.25	-1.66	1020.0	20190519187
2019052012	-24.00	-72.50	-1.70	1019.0	20190519187
2019052018	-24.75	-72.00	-1.87	1018.0	20190519187
2019052100	-24.25	-71.75	-1.77	1018.0	20190519187
2019052106	-24.00	-72.00	-1.53	1018.0	20190519187
2019052112	-24.25	-72.00	-1.46	1018.0	20190519187
2019052118	-24.00	-71.75	-1.71	1017.0	20190519187
2019052200	-24.00	-71.50	-1.41	1017.0	20190519187
2019052206	-19.50	-74.50	-1.39	1016.0	20190519187
2019071200	-24.00	-71.75	-1.30	1016.0	20190712008
2019071206	-23.50	-72.25	-1.35	1016.0	20190712008
2019071212	-24.25	-71.50	-1.44	1017.0	20190712008
2019071218	-26.50	-70.25	-1.77	1016.0	20190712008
2019071300	-25.50	-70.75	-1.58	1018.0	20190712008
2019071306	-27.00	-71.00	-1.48	1020.0	20190712008
2019071312	-29.00	-71.00	-1.98	1020.0	20190712008
2019071318	-28.25	-71.75	-2.29	1019.0	20190712008
2019071400	-27.50	-72.00	-2.19	1019.0	20190712008
2019071806	-25.75	-71.75	-1.73	1018.0	20190718069
