date	lat	lon	vo	pres	idx
2018021706	-29.00	-72.25	-1.78	1013.0	20180217061
2018021712	-33.00	-71.50	-2.22	1014.0	20180217061
2018021718	-30.50	-70.50	-1.88	1010.0	20180217061
2018021800	-30.25	-69.25	-2.27	1007.0	20180217061
2018021806	-33.00	-70.75	-2.41	1009.0	20180217061
2018021812	-30.25	-71.50	-2.04	1010.0	20180218122
2018021818	-27.00	-67.00	-1.32	1001.0	20180218122
2018021900	-27.00	-66.00	-1.69	1005.0	20180218122
2018021906	-22.50	-63.25	-2.39	1004.0	20180218122
2018021912	-20.75	-62.25	-2.52	1006.0	20180218122
2018021918	-15.00	-65.25	-99.00	1003.0	20180218122
2018022000	-16.50	-65.25	-2.19	1005.0	20180218122
2018022006	-15.00	-63.25	-99.00	1007.0	20180218122
2018022012	-15.00	-67.00	-99.00	1009.0	20180218122
2018042018	-27.50	-73.00	-1.35	1012.0	20180420183
2018042100	-27.50	-68.50	-1.88	1009.0	20180420183
2018042106	-30.25	-70.25	-1.65	1011.0	20180420183
2018042112	-27.00	-65.75	-1.55	1010.0	20180420183
2018042118	-27.75	-68.50	-1.32	1007.0	20180420183
2018042200	-28.25	-67.25	-2.01	1014.0	20180420183
2018042206	-24.00	-64.25	-1.95	1010.0	20180420183
2018042212	-26.75	-62.25	-1.90	1013.0	20180420183
2018050206	-27.50	-72.25	-1.44	1015.0	20180502064
2018050212	-28.00	-73.00	-1.18	1016.0	20180502064
2018050218	-28.25	-71.25	-1.11	1012.0	20180502064
2018050300	-26.75	-70.00	-1.21	1012.0	20180502064
2018050306	-21.75	-64.00	-2.21	1009.0	20180502064
2018050312	-19.50	-64.75	-1.84	1012.0	20180502064
2018050318	-21.00	-64.25	-1.34	1005.0	20180502064
2018050400	-19.50	-64.25	-1.87	1011.0	20180502064
2018050406	-22.50	-63.00	-2.41	1011.0	20180502064
2018050412	-27.00	-61.75	-2.16	1016.0	20180502064
2018051706	-27.25	-71.00	-1.99	1015.0	20180517065
2018051712	-26.75	-72.50	-1.85	1017.0	20180517065
2018051718	-27.00	-72.75	-1.83	1015.0	20180517065
2018051800	-25.50	-71.75	-1.81	1014.0	20180517065
2018051806	-25.50	-73.00	-1.99	1015.0	20180517065
2018060418	-27.25	-73.00	-1.92	1017.0	20180604186
2018060500	-28.25	-70.00	-2.41	1016.0	20180604186
2018060506	-28.50	-70.50	-2.16	1015.0	20180604186
2018060512	-28.50	-71.50	-2.15	1016.0	20180604186
2018060518	-28.25	-71.75	-2.30	1014.0	20180604186
2018060600	-27.50	-72.00	-2.35	1015.0	20180604186
2018061018	-25.50	-71.50	-1.86	1019.0	20180610187
2018061100	-23.75	-71.25	-1.84	1018.0	20180610187
2018061106	-24.00	-71.50	-2.10	1021.0	20180610187
2018061112	-24.00	-71.75	-2.39	1021.0	20180610187
2018061118	-25.50	-71.75	-2.56	1018.0	20180610187
2018061200	-25.00	-71.50	-2.29	1019.0	20180610187
2018061206	-25.00	-72.00	-2.49	1020.0	20180610187
2018061200	-25.00	-71.50	-2.29	1019.0	20180612008
2018061206	-25.00	-72.00	-2.49	1020.0	20180612008
2018061212	-26.00	-72.75	-2.49	1021.0	20180612008
2018061218	-27.25	-72.00	-2.42	1020.0	20180612008
2018061300	-26.75	-71.50	-2.08	1020.0	20180612008
2018061306	-26.00	-72.25	-2.25	1020.0	20180612008
2018061300	-26.75	-71.50	-2.08	1020.0	20180613009
2018061306	-26.00	-72.25	-2.25	1020.0	20180613009
2018061312	-26.50	-72.75	-2.22	1022.0	20180613009
2018061318	-27.25	-73.00	-2.04	1020.0	20180613009
2018061400	-26.50	-72.00	-2.09	1019.0	20180613009
2018061406	-26.75	-74.50	-2.16	1020.0	20180613009
2018062006	-28.00	-71.75	-1.68	1019.0	201806200610
2018062012	-28.25	-72.50	-1.74	1019.0	201806200610
2018062018	-28.25	-72.25	-2.30	1016.0	201806200610
2018062100	-30.25	-73.00	-2.67	1017.0	201806200610
2018062106	-30.25	-72.25	-2.90	1016.0	201806200610
2018062112	-30.25	-72.25	-2.82	1016.0	201806200610
2018062400	-28.00	-71.75	-2.14	1019.0	201806240011
2018062406	-27.00	-72.75	-2.35	1020.0	201806240011
2018062412	-26.50	-73.00	-2.17	1021.0	201806240011
2018062418	-26.50	-71.75	-2.08	1017.0	201806240011
2018062500	-26.75	-71.25	-1.95	1016.0	201806240011
2018062506	-25.50	-72.25	-2.14	1018.0	201806240011
2018062500	-26.75	-71.25	-1.95	1016.0	201806250012
2018062506	-25.50	-72.25	-2.14	1018.0	201806250012
2018062512	-24.75	-72.75	-1.91	1018.0	201806250012
2018062518	-26.00	-71.50	-1.85	1015.0	201806250012
2018062600	-26.25	-70.50	-1.91	1013.0	201806250012
2018062606	-24.75	-73.00	-1.86	1016.0	201806250012
2018071700	-27.75	-73.00	-2.22	1021.0	201807170013
2018071706	-27.00	-73.00	-2.34	1019.0	201807170013
2018071712	-27.00	-72.25	-2.31	1019.0	201807170013
2018071718	-26.25	-71.50	-2.50	1017.0	201807170013
2018071800	-25.00	-71.50	-2.11	1021.0	201807170013
2018071806	-27.00	-72.00	-1.99	1020.0	201807170013
2018071812	-25.25	-71.50	-1.92	1020.0	201807170013
2018071818	-25.25	-71.50	-2.10	1019.0	201807170013
2018071900	-25.25	-71.25	-2.31	1015.0	201807170013
2018071906	-25.50	-72.00	-2.34	1022.0	201807170013
2018071912	-25.50	-73.00	-2.36	1021.0	201807170013
2018072612	-26.00	-71.00	-1.73	1020.0	201807261214
2018072618	-25.75	-70.25	-1.79	1017.0	201807261214
2018072700	-25.50	-70.25	-1.50	1019.0	201807261214
2018072706	-24.75	-71.75	-1.54	1021.0	201807261214
2018072712	-24.50	-71.75	-1.59	1021.0	201807261214
2018072718	-25.00	-71.25	-1.68	1018.0	201807261214
2018072800	-25.00	-71.50	-1.67	1018.0	201807261214
2018072806	-25.50	-72.00	-1.80	1020.0	201807261214
2018072812	-26.25	-72.00	-1.76	1020.0	201807261214
2018072818	-30.00	-73.00	-1.88	1019.0	201807261214
2018080118	-24.00	-70.75	-1.34	1016.0	201808011815
2018080200	-27.75	-70.25	-1.47	1018.0	201808011815
2018080206	-27.75	-71.00	-1.80	1019.0	201808011815
2018080212	-26.00	-71.75	-2.21	1019.0	201808011815
2018080218	-25.75	-71.25	-2.09	1015.0	201808011815
2018080300	-26.25	-70.50	-2.37	1017.0	201808011815
2018080306	-27.25	-73.00	-2.62	1018.0	201808011815
2018081112	-27.00	-72.00	-1.56	1018.0	201808111216
2018081118	-26.25	-70.25	-1.56	1014.0	201808111216
2018081200	-26.75	-69.25	-1.72	1017.0	201808111216
2018081206	-27.25	-69.25	-2.01	1017.0	201808111216
2018081212	-26.75	-70.25	-2.05	1019.0	201808111216
2018081218	-25.25	-70.25	-1.90	1015.0	201808111216
2018081300	-25.75	-71.00	-1.65	1015.0	201808111216
2018081306	-26.25	-73.00	-2.22	1017.0	201808111216
2018082918	-27.75	-74.50	-1.17	1017.0	201808291817
2018083000	-26.50	-73.00	-1.22	1018.0	201808291817
2018083006	-25.25	-73.00	-1.28	1018.0	201808291817
2018083012	-26.00	-73.00	-1.23	1018.0	201808291817
2018083018	-27.00	-72.50	-1.51	1016.0	201808291817
2018083100	-25.50	-71.75	-1.86	1019.0	201808291817
2018083106	-25.50	-71.75	-1.91	1018.0	201808291817
2018083112	-25.50	-71.75	-1.95	1019.0	201808291817
2018083118	-26.00	-70.75	-1.80	1017.0	201808291817
2018090100	-25.75	-70.75	-1.77	1014.0	201808291817
2018090106	-22.75	-71.75	-1.72	1017.0	201808291817
2018090106	-31.50	-71.25	-1.37	1022.0	201809010618
2018090112	-30.50	-70.75	-1.38	1021.0	201809010618
2018090118	-30.25	-70.50	-1.77	1017.0	201809010618
2018090200	-27.25	-70.25	-2.25	1012.0	201809010618
2018090206	-28.50	-70.75	-2.10	1015.0	201809010618
2018090906	-22.50	-71.00	-1.20	1014.0	201809090619
2018090912	-27.00	-72.00	-1.34	1016.0	201809090619
2018090918	-30.00	-73.00	-1.77	1015.0	201809090619
2018091000	-30.00	-71.50	-1.84	1016.0	201809090619
2018091006	-30.50	-71.50	-2.25	1015.0	201809090619
2018091012	-30.50	-72.25	-2.36	1017.0	201809090619
2018091318	-30.75	-51.50	-1.27	1015.0	201809131820
2018091400	-27.00	-51.00	-1.68	1013.0	201809131820
2018091406	-25.75	-47.75	-1.93	1013.0	201809131820
2018091412	-25.50	-46.00	-2.16	1014.0	201809131820
2018091418	-26.00	-45.50	-2.66	1012.0	201809131820
2018091606	-26.25	-72.25	-1.28	1017.0	201809160621
2018091612	-27.00	-72.00	-1.18	1018.0	201809160621
2018091618	-28.25	-70.00	-1.13	1012.0	201809160621
2018091700	-27.50	-69.25	-1.59	1012.0	201809160621
2018091706	-28.25	-69.00	-1.33	1012.0	201809160621
2018091812	-26.25	-71.25	-1.25	1016.0	201809181222
2018091818	-28.00	-70.50	-1.20	1012.0	201809181222
2018091900	-27.00	-70.25	-1.54	1011.0	201809181222
2018091906	-26.50	-70.50	-1.50	1013.0	201809181222
2018091912	-22.50	-71.75	-1.38	1013.0	201809181222
2018101212	-27.75	-72.00	-1.59	1021.0	201810121223
2018101218	-33.00	-73.00	-2.02	1021.0	201810121223
2018101300	-29.25	-71.50	-2.39	1016.0	201810121223
2018101306	-28.00	-71.75	-2.31	1019.0	201810121223
2018101312	-27.50	-72.50	-2.06	1020.0	201810121223
2018101306	-28.00	-71.75	-2.31	1019.0	201810130624
2018101312	-27.50	-72.50	-2.06	1020.0	201810130624
2018101318	-27.50	-71.50	-1.76	1015.0	201810130624
2018101400	-28.25	-71.25	-2.20	1014.0	201810130624
2018101406	-27.75	-73.00	-2.14	1015.0	201810130624
2018102506	-30.25	-50.75	-1.83	1013.0	201810250625
2018102512	-30.75	-50.25	-2.17	1014.0	201810250625
2018102518	-31.00	-49.50	-2.65	1012.0	201810250625
2018102600	-30.25	-49.50	-2.70	1011.0	201810250625
2018102606	-29.25	-48.25	-2.59	1009.0	201810250625
2018102612	-25.25	-41.50	-4.26	1008.0	201810250625
2018102506	-28.00	-71.75	-1.35	1016.0	201810250626
2018102512	-27.25	-71.50	-1.33	1016.0	201810250626
2018102518	-27.00	-70.50	-1.30	1010.0	201810250626
2018102600	-27.50	-70.00	-1.82	1011.0	201810250626
2018102606	-30.25	-70.50	-2.03	1013.0	201810250626
2018103100	-27.00	-70.75	-1.34	1010.0	201810310027
2018103106	-28.25	-71.50	-1.57	1014.0	201810310027
2018103112	-30.00	-70.75	-1.22	1015.0	201810310027
2018103118	-27.25	-69.00	-1.17	1007.0	201810310027
2018110100	-27.50	-68.25	-2.12	1007.0	201810310027
2018110106	-28.75	-68.00	-2.00	1007.0	201810310027
2018110112	-28.00	-66.00	-1.51	1007.0	201810310027
2018110118	-21.75	-63.75	-1.24	1001.0	201810310027
2018110200	-19.00	-64.50	-1.64	1003.0	201810310027
2018111206	-24.50	-71.75	-1.43	1015.0	201811120628
2018111212	-25.75	-72.00	-1.26	1017.0	201811120628
2018111218	-26.25	-71.50	-1.19	1013.0	201811120628
2018111300	-26.00	-71.00	-1.58	1011.0	201811120628
2018111306	-26.75	-71.75	-1.83	1015.0	201811120628
2018111312	-27.00	-72.25	-1.81	1015.0	201811120628
2018111306	-26.75	-71.75	-1.83	1015.0	201811130629
2018111312	-27.00	-72.25	-1.81	1015.0	201811130629
2018111318	-27.25	-70.50	-1.59	1009.0	201811130629
2018111400	-27.00	-69.50	-2.05	1009.0	201811130629
2018111406	-30.00	-70.50	-2.20	1012.0	201811130629
2018112306	-30.25	-50.75	-1.72	1010.0	201811230630
2018112312	-30.00	-50.50	-1.60	1012.0	201811230630
2018112318	-30.00	-48.75	-1.55	1010.0	201811230630
2018112400	-26.75	-50.25	-1.48	1014.0	201811230630
2018112406	-19.50	-55.00	-1.59	1009.0	201811230630
2018112412	-27.00	-46.75	-1.07	1013.0	201811241231
2018112418	-26.00	-45.25	-1.29	1012.0	201811241231
2018112500	-25.25	-45.25	-1.46	1017.0	201811241231
2018112506	-25.25	-44.75	-1.27	1014.0	201811241231
2018112512	-25.75	-44.25	-1.28	1017.0	201811241231
2018112518	-26.75	-43.50	-1.28	1017.0	201811241231
2018112600	-24.25	-44.50	-1.16	1017.0	201811241231
2018121112	-28.50	-71.25	-1.60	1014.0	201812111232
2018121118	-26.50	-69.25	-1.68	1006.0	201812111232
2018121200	-27.00	-68.00	-2.56	1004.0	201812111232
2018121206	-28.50	-68.25	-2.57	1007.0	201812111232
2018121212	-30.50	-66.00	-2.15	1005.0	201812111232
